GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,STUSAB,STATE_NAME,STATENS,COUNTY_NAME,total_population,Geography Name,congressional_districts_bitmask_values,congressional_districts_bitmask,nDistricts,block_based_district
15000US100030134002,10,3,134.0,2,Block Group 2,G5030,S,1435748,0,+39.7411724,-075.6550162,DE,Delaware,1779781,New Castle County,790,"Block Group 2, Census Tract 134, New Castle County, Delaware",1,x1,1,1.0
15000US100030134003,10,3,134.0,3,Block Group 3,G5030,S,257661,0,+39.7349599,-075.6627313,DE,Delaware,1779781,New Castle County,872,"Block Group 3, Census Tract 134, New Castle County, Delaware",1,x1,1,1.0
15000US100030135013,10,3,135.01,3,Block Group 3,G5030,S,2181819,0,+39.7598681,-075.6535320,DE,Delaware,1779781,New Castle County,1639,"Block Group 3, Census Tract 135.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030135012,10,3,135.01,2,Block Group 2,G5030,S,2376470,0,+39.7511400,-075.6400838,DE,Delaware,1779781,New Castle County,1544,"Block Group 2, Census Tract 135.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030135011,10,3,135.01,1,Block Group 1,G5030,S,3251728,4925,+39.8031673,-075.6864486,DE,Delaware,1779781,New Castle County,1038,"Block Group 1, Census Tract 135.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030152001,10,3,152.0,1,Block Group 1,G5030,S,496766,0,+39.6950956,-075.5834797,DE,Delaware,1779781,New Castle County,1084,"Block Group 1, Census Tract 152, New Castle County, Delaware",1,x1,1,1.0
15000US100030152003,10,3,152.0,3,Block Group 3,G5030,S,471408,0,+39.6857647,-075.5896792,DE,Delaware,1779781,New Castle County,1189,"Block Group 3, Census Tract 152, New Castle County, Delaware",1,x1,1,1.0
15000US100030152004,10,3,152.0,4,Block Group 4,G5030,S,269885,0,+39.6905261,-075.5932192,DE,Delaware,1779781,New Castle County,1063,"Block Group 4, Census Tract 152, New Castle County, Delaware",1,x1,1,1.0
15000US100030154001,10,3,154.0,1,Block Group 1,G5030,S,1816797,0,+39.7149289,-075.5538855,DE,Delaware,1779781,New Castle County,1254,"Block Group 1, Census Tract 154, New Castle County, Delaware",1,x1,1,1.0
15000US100030155021,10,3,155.02,1,Block Group 1,G5030,S,2381995,0,+39.7107618,-075.5418888,DE,Delaware,1779781,New Castle County,2061,"Block Group 1, Census Tract 155.02, New Castle County, Delaware",1,x1,1,1.0
15000US100030135031,10,3,135.03,1,Block Group 1,G5030,S,3237969,0,+39.7879333,-075.7110809,DE,Delaware,1779781,New Castle County,2391,"Block Group 1, Census Tract 135.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030135033,10,3,135.03,3,Block Group 3,G5030,S,2963954,0,+39.7738708,-075.6759853,DE,Delaware,1779781,New Castle County,1698,"Block Group 3, Census Tract 135.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030135034,10,3,135.03,4,Block Group 4,G5030,S,2148561,0,+39.7756952,-075.7036626,DE,Delaware,1779781,New Castle County,939,"Block Group 4, Census Tract 135.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030135063,10,3,135.06,3,Block Group 3,G5030,S,2406027,0,+39.7637247,-075.7325997,DE,Delaware,1779781,New Castle County,1542,"Block Group 3, Census Tract 135.06, New Castle County, Delaware",1,x1,1,1.0
15000US100030156001,10,3,156.0,1,Block Group 1,G5030,S,886644,0,+39.7004397,-075.5675101,DE,Delaware,1779781,New Castle County,1050,"Block Group 1, Census Tract 156, New Castle County, Delaware",1,x1,1,1.0
15000US100030135052,10,3,135.05,2,Block Group 2,G5030,S,3884354,0,+39.7594837,-075.7138997,DE,Delaware,1779781,New Castle County,2446,"Block Group 2, Census Tract 135.05, New Castle County, Delaware",1,x1,1,1.0
15000US100030136041,10,3,136.04,1,Block Group 1,G5030,S,2193083,5739,+39.7176423,-075.6853132,DE,Delaware,1779781,New Castle County,1308,"Block Group 1, Census Tract 136.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030136071,10,3,136.07,1,Block Group 1,G5030,S,2002065,0,+39.7433636,-075.7059156,DE,Delaware,1779781,New Castle County,2122,"Block Group 1, Census Tract 136.07, New Castle County, Delaware",1,x1,1,1.0
15000US100030136074,10,3,136.07,4,Block Group 4,G5030,S,898797,0,+39.7347967,-075.6911346,DE,Delaware,1779781,New Castle County,756,"Block Group 4, Census Tract 136.07, New Castle County, Delaware",1,x1,1,1.0
15000US100030159002,10,3,159.0,2,Block Group 2,G5030,S,453103,0,+39.6879763,-075.5627177,DE,Delaware,1779781,New Castle County,1473,"Block Group 2, Census Tract 159, New Castle County, Delaware",1,x1,1,1.0
15000US100030159003,10,3,159.0,3,Block Group 3,G5030,S,660672,0,+39.6818865,-075.5629223,DE,Delaware,1779781,New Castle County,1602,"Block Group 3, Census Tract 159, New Castle County, Delaware",1,x1,1,1.0
15000US100030159001,10,3,159.0,1,Block Group 1,G5030,S,741753,0,+39.6931392,-075.5608244,DE,Delaware,1779781,New Castle County,1019,"Block Group 1, Census Tract 159, New Castle County, Delaware",1,x1,1,1.0
15000US100030160001,10,3,160.0,1,Block Group 1,G5030,S,1946457,0,+39.6850181,-075.5717643,DE,Delaware,1779781,New Castle County,2682,"Block Group 1, Census Tract 160, New Castle County, Delaware",1,x1,1,1.0
15000US100030161001,10,3,161.0,1,Block Group 1,G5030,S,2133500,0,+39.6721258,-075.5610611,DE,Delaware,1779781,New Castle County,1376,"Block Group 1, Census Tract 161, New Castle County, Delaware",1,x1,1,1.0
15000US100030135062,10,3,135.06,2,Block Group 2,G5030,S,7527342,2919,+39.7377850,-075.7501656,DE,Delaware,1779781,New Castle County,1993,"Block Group 2, Census Tract 135.06, New Castle County, Delaware",1,x1,1,1.0
15000US100030136121,10,3,136.12,1,Block Group 1,G5030,S,2327061,0,+39.7657639,-075.6949552,DE,Delaware,1779781,New Castle County,2560,"Block Group 1, Census Tract 136.12, New Castle County, Delaware",1,x1,1,1.0
15000US100030139011,10,3,139.01,1,Block Group 1,G5030,S,1256702,0,+39.6692306,-075.6931264,DE,Delaware,1779781,New Castle County,1303,"Block Group 1, Census Tract 139.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030147034,10,3,147.03,4,Block Group 4,G5030,S,333213,0,+39.6705361,-075.7167277,DE,Delaware,1779781,New Castle County,738,"Block Group 4, Census Tract 147.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030163051,10,3,163.05,1,Block Group 1,G5030,S,12493217,1733508,+39.6261594,-075.6146868,DE,Delaware,1779781,New Castle County,4697,"Block Group 1, Census Tract 163.05, New Castle County, Delaware",1,x1,1,1.0
15000US100030166082,10,3,166.08,2,Block Group 2,G5030,S,30654874,3780652,+39.4856116,-075.6154052,DE,Delaware,1779781,New Castle County,3676,"Block Group 2, Census Tract 166.08, New Castle County, Delaware",1,x1,1,1.0
15000US100030168041,10,3,168.04,1,Block Group 1,G5030,S,43946060,2179773,+39.4230455,-075.6099899,DE,Delaware,1779781,New Castle County,7138,"Block Group 1, Census Tract 168.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030169012,10,3,169.01,2,Block Group 2,G5030,S,32321894,53993,+39.3156134,-075.6880690,DE,Delaware,1779781,New Castle County,1446,"Block Group 2, Census Tract 169.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030136081,10,3,136.08,1,Block Group 1,G5030,S,623711,0,+39.7078183,-075.6915919,DE,Delaware,1779781,New Castle County,876,"Block Group 1, Census Tract 136.08, New Castle County, Delaware",1,x1,1,1.0
15000US100030136082,10,3,136.08,2,Block Group 2,G5030,S,338702,0,+39.7100962,-075.6861065,DE,Delaware,1779781,New Castle County,1222,"Block Group 2, Census Tract 136.08, New Castle County, Delaware",1,x1,1,1.0
15000US100030162002,10,3,162.0,2,Block Group 2,G5030,S,321485,0,+39.6618885,-075.5735998,DE,Delaware,1779781,New Castle County,1264,"Block Group 2, Census Tract 162, New Castle County, Delaware",1,x1,1,1.0
15000US100030162003,10,3,162.0,3,Block Group 3,G5030,S,2503673,0,+39.6576935,-075.5894112,DE,Delaware,1779781,New Castle County,801,"Block Group 3, Census Tract 162, New Castle County, Delaware",1,x1,1,1.0
15000US100030163011,10,3,163.01,1,Block Group 1,G5030,S,4101549,0,+39.6091975,-075.6815158,DE,Delaware,1779781,New Castle County,1904,"Block Group 1, Census Tract 163.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030163012,10,3,163.01,2,Block Group 2,G5030,S,2835273,0,+39.6203363,-075.6696428,DE,Delaware,1779781,New Castle County,3657,"Block Group 2, Census Tract 163.01, New Castle County, Delaware",1,x1,1,1.0
15000US100059900000,10,5,9900.0,0,Block Group 0,G5030,S,0,534627917,+38.8648060,-075.2250098,DE,Delaware,1779781,Sussex County,0,"Block Group 0, Census Tract 9900, Sussex County, Delaware",1,x1,1,1.0
15000US100050503022,10,5,503.02,2,Block Group 2,G5030,S,26974027,0,+38.7323489,-075.5504127,DE,Delaware,1779781,Sussex County,2104,"Block Group 2, Census Tract 503.02, Sussex County, Delaware",1,x1,1,1.0
15000US100030028001,10,3,28.0,1,Block Group 1,G5030,S,763891,0,+39.7437028,-075.5495602,DE,Delaware,1779781,New Castle County,1093,"Block Group 1, Census Tract 28, New Castle County, Delaware",1,x1,1,1.0
15000US100030002001,10,3,2.0,1,Block Group 1,G5030,S,455307,0,+39.7688753,-075.5259941,DE,Delaware,1779781,New Castle County,1101,"Block Group 1, Census Tract 2, New Castle County, Delaware",1,x1,1,1.0
15000US100030002002,10,3,2.0,2,Block Group 2,G5030,S,336506,0,+39.7630722,-075.5226724,DE,Delaware,1779781,New Castle County,561,"Block Group 2, Census Tract 2, New Castle County, Delaware",1,x1,1,1.0
15000US100030002003,10,3,2.0,3,Block Group 3,G5030,S,273764,0,+39.7659616,-075.5284702,DE,Delaware,1779781,New Castle County,1193,"Block Group 3, Census Tract 2, New Castle County, Delaware",1,x1,1,1.0
15000US100030002005,10,3,2.0,5,Block Group 5,G5030,S,241706,0,+39.7592325,-075.5297229,DE,Delaware,1779781,New Castle County,952,"Block Group 5, Census Tract 2, New Castle County, Delaware",1,x1,1,1.0
15000US100030002006,10,3,2.0,6,Block Group 6,G5030,S,250034,0,+39.7631967,-075.5351414,DE,Delaware,1779781,New Castle County,1838,"Block Group 6, Census Tract 2, New Castle County, Delaware",1,x1,1,1.0
15000US100030003002,10,3,3.0,2,Block Group 2,G5030,S,121973,0,+39.7613137,-075.5390993,DE,Delaware,1779781,New Castle County,532,"Block Group 2, Census Tract 3, New Castle County, Delaware",1,x1,1,1.0
15000US100030136111,10,3,136.11,1,Block Group 1,G5030,S,1123182,0,+39.7160553,-075.7038108,DE,Delaware,1779781,New Castle County,2146,"Block Group 1, Census Tract 136.11, New Castle County, Delaware",1,x1,1,1.0
15000US100030136112,10,3,136.11,2,Block Group 2,G5030,S,1159916,0,+39.7253715,-075.7071673,DE,Delaware,1779781,New Castle County,2096,"Block Group 2, Census Tract 136.11, New Castle County, Delaware",1,x1,1,1.0
15000US100030136122,10,3,136.12,2,Block Group 2,G5030,S,1508364,0,+39.7565955,-075.6851825,DE,Delaware,1779781,New Castle County,1592,"Block Group 2, Census Tract 136.12, New Castle County, Delaware",1,x1,1,1.0
15000US100030136123,10,3,136.12,3,Block Group 3,G5030,S,1645449,0,+39.7508900,-075.6957778,DE,Delaware,1779781,New Castle County,2117,"Block Group 3, Census Tract 136.12, New Castle County, Delaware",1,x1,1,1.0
15000US100030163021,10,3,163.02,1,Block Group 1,G5030,S,3593288,0,+39.6189899,-075.6552607,DE,Delaware,1779781,New Castle County,3736,"Block Group 1, Census Tract 163.02, New Castle County, Delaware",1,x1,1,1.0
15000US100030163052,10,3,163.05,2,Block Group 2,G5030,S,3436161,1194099,+39.6469221,-075.6048524,DE,Delaware,1779781,New Castle County,2277,"Block Group 2, Census Tract 163.05, New Castle County, Delaware",1,x1,1,1.0
15000US100030163053,10,3,163.05,3,Block Group 3,G5030,S,3233541,0,+39.6655016,-075.5970119,DE,Delaware,1779781,New Castle County,1006,"Block Group 3, Census Tract 163.05, New Castle County, Delaware",1,x1,1,1.0
15000US100010417011,10,1,417.01,1,Block Group 1,G5030,S,4854609,41272,+39.1105575,-075.5632510,DE,Delaware,1779781,Kent County,1642,"Block Group 1, Census Tract 417.01, Kent County, Delaware",1,x1,1,1.0
15000US100010422022,10,1,422.02,2,Block Group 2,G5030,S,16088089,12380,+39.0419509,-075.4818789,DE,Delaware,1779781,Kent County,4612,"Block Group 2, Census Tract 422.02, Kent County, Delaware",1,x1,1,1.0
15000US100010434001,10,1,434.0,1,Block Group 1,G5030,S,22782539,362637,+39.0017143,-075.5149603,DE,Delaware,1779781,Kent County,1851,"Block Group 1, Census Tract 434, Kent County, Delaware",1,x1,1,1.0
15000US100010422011,10,1,422.01,1,Block Group 1,G5030,S,12375696,158242,+39.0935078,-075.4962461,DE,Delaware,1779781,Kent County,5602,"Block Group 1, Census Tract 422.01, Kent County, Delaware",1,x1,1,1.0
15000US100010428003,10,1,428.0,3,Block Group 3,G5030,S,34102158,530936,+38.9963371,-075.5589613,DE,Delaware,1779781,Kent County,1958,"Block Group 3, Census Tract 428, Kent County, Delaware",1,x1,1,1.0
15000US100010432024,10,1,432.02,4,Block Group 4,G5030,S,52328018,6584413,+38.9822162,-075.3662383,DE,Delaware,1779781,Kent County,1097,"Block Group 4, Census Tract 432.02, Kent County, Delaware",1,x1,1,1.0
15000US100010419002,10,1,419.0,2,Block Group 2,G5030,S,40419429,0,+39.1229082,-075.7104558,DE,Delaware,1779781,Kent County,2119,"Block Group 2, Census Tract 419, Kent County, Delaware",1,x1,1,1.0
15000US100010421002,10,1,421.0,2,Block Group 2,G5030,S,25838763,87340,+39.0842715,-075.5893263,DE,Delaware,1779781,Kent County,2161,"Block Group 2, Census Tract 421, Kent County, Delaware",1,x1,1,1.0
15000US100010418022,10,1,418.02,2,Block Group 2,G5030,S,17257244,142420,+39.1306993,-075.5919695,DE,Delaware,1779781,Kent County,1941,"Block Group 2, Census Tract 418.02, Kent County, Delaware",1,x1,1,1.0
15000US100010416001,10,1,416.0,1,Block Group 1,G5030,S,2917741,115233,+39.1249263,-075.5258890,DE,Delaware,1779781,Kent County,2109,"Block Group 1, Census Tract 416, Kent County, Delaware",1,x1,1,1.0
15000US100010413001,10,1,413.0,1,Block Group 1,G5030,S,2323561,0,+39.1529978,-075.5202819,DE,Delaware,1779781,Kent County,2176,"Block Group 1, Census Tract 413, Kent County, Delaware",1,x1,1,1.0
15000US100010428001,10,1,428.0,1,Block Group 1,G5030,S,88959732,0,+38.9865736,-075.6669232,DE,Delaware,1779781,Kent County,2086,"Block Group 1, Census Tract 428, Kent County, Delaware",1,x1,1,1.0
15000US100010429002,10,1,429.0,2,Block Group 2,G5030,S,23273595,356316,+38.9355104,-075.5068434,DE,Delaware,1779781,Kent County,2351,"Block Group 2, Census Tract 429, Kent County, Delaware",1,x1,1,1.0
15000US100010420001,10,1,420.0,1,Block Group 1,G5030,S,36918811,124382,+39.0933119,-075.6893623,DE,Delaware,1779781,Kent County,1164,"Block Group 1, Census Tract 420, Kent County, Delaware",1,x1,1,1.0
15000US100010417012,10,1,417.01,2,Block Group 2,G5030,S,5847428,0,+39.1024334,-075.5566032,DE,Delaware,1779781,Kent County,4409,"Block Group 2, Census Tract 417.01, Kent County, Delaware",1,x1,1,1.0
15000US100010414001,10,1,414.0,1,Block Group 1,G5030,S,6037859,0,+39.1462738,-075.5445979,DE,Delaware,1779781,Kent County,2460,"Block Group 1, Census Tract 414, Kent County, Delaware",1,x1,1,1.0
15000US100010433001,10,1,433.0,1,Block Group 1,G5030,S,4451361,102108,+39.1901603,-075.5513183,DE,Delaware,1779781,Kent County,3079,"Block Group 1, Census Tract 433, Kent County, Delaware",1,x1,1,1.0
15000US100010401001,10,1,401.0,1,Block Group 1,G5030,S,49660080,0,+39.2698848,-075.7023840,DE,Delaware,1779781,Kent County,3354,"Block Group 1, Census Tract 401, Kent County, Delaware",1,x1,1,1.0
15000US100019900000,10,1,9900.0,0,Block Group 0,G5030,S,0,495919192,+39.1258693,-075.3111928,DE,Delaware,1779781,Kent County,0,"Block Group 0, Census Tract 9900, Kent County, Delaware",1,x1,1,1.0
15000US100010430002,10,1,430.0,2,Block Group 2,G5030,S,17851647,0,+38.9096430,-075.5881922,DE,Delaware,1779781,Kent County,1706,"Block Group 2, Census Tract 430, Kent County, Delaware",1,x1,1,1.0
15000US100010418011,10,1,418.01,1,Block Group 1,G5030,S,17600630,0,+39.2093482,-075.5950637,DE,Delaware,1779781,Kent County,4465,"Block Group 1, Census Tract 418.01, Kent County, Delaware",1,x1,1,1.0
15000US100010420002,10,1,420.0,2,Block Group 2,G5030,S,52672509,38033,+39.0390367,-075.6830236,DE,Delaware,1779781,Kent County,1903,"Block Group 2, Census Tract 420, Kent County, Delaware",1,x1,1,1.0
15000US100010401002,10,1,401.0,2,Block Group 2,G5030,S,41511202,0,+39.2290259,-075.7002966,DE,Delaware,1779781,Kent County,1899,"Block Group 2, Census Tract 401, Kent County, Delaware",1,x1,1,1.0
15000US100010418021,10,1,418.02,1,Block Group 1,G5030,S,17088959,0,+39.1452461,-075.6079616,DE,Delaware,1779781,Kent County,3665,"Block Group 1, Census Tract 418.02, Kent County, Delaware",1,x1,1,1.0
15000US100010422023,10,1,422.02,3,Block Group 3,G5030,S,10287767,207421,+39.0333979,-075.5372694,DE,Delaware,1779781,Kent County,2784,"Block Group 3, Census Tract 422.02, Kent County, Delaware",1,x1,1,1.0
15000US100010418012,10,1,418.01,2,Block Group 2,G5030,S,19638676,30818,+39.1743320,-075.6158960,DE,Delaware,1779781,Kent County,2715,"Block Group 2, Census Tract 418.01, Kent County, Delaware",1,x1,1,1.0
15000US100010419001,10,1,419.0,1,Block Group 1,G5030,S,42701419,21319,+39.1621184,-075.6928703,DE,Delaware,1779781,Kent County,3201,"Block Group 1, Census Tract 419, Kent County, Delaware",1,x1,1,1.0
15000US100010428002,10,1,428.0,2,Block Group 2,G5030,S,24836626,11299,+38.9967779,-075.5841315,DE,Delaware,1779781,Kent County,2844,"Block Group 2, Census Tract 428, Kent County, Delaware",1,x1,1,1.0
15000US100010410001,10,1,410.0,1,Block Group 1,G5030,S,10476402,0,+39.1775790,-075.4803564,DE,Delaware,1779781,Kent County,2720,"Block Group 1, Census Tract 410, Kent County, Delaware",1,x1,1,1.0
15000US100010432023,10,1,432.02,3,Block Group 3,G5030,S,31620706,531699,+39.0327762,-075.4306894,DE,Delaware,1779781,Kent County,1321,"Block Group 3, Census Tract 432.02, Kent County, Delaware",1,x1,1,1.0
15000US100010401003,10,1,401.0,3,Block Group 3,G5030,S,33574574,0,+39.1992704,-075.6765832,DE,Delaware,1779781,Kent County,1555,"Block Group 3, Census Tract 401, Kent County, Delaware",1,x1,1,1.0
15000US100030025001,10,3,25.0,1,Block Group 1,G5030,S,291635,0,+39.7410221,-075.5713910,DE,Delaware,1779781,New Castle County,875,"Block Group 1, Census Tract 25, New Castle County, Delaware",1,x1,1,1.0
15000US100030025002,10,3,25.0,2,Block Group 2,G5030,S,294825,0,+39.7403692,-075.5783772,DE,Delaware,1779781,New Castle County,1476,"Block Group 2, Census Tract 25, New Castle County, Delaware",1,x1,1,1.0
15000US100030025003,10,3,25.0,3,Block Group 3,G5030,S,154460,0,+39.7443442,-075.5740847,DE,Delaware,1779781,New Castle County,842,"Block Group 3, Census Tract 25, New Castle County, Delaware",1,x1,1,1.0
15000US100030026001,10,3,26.0,1,Block Group 1,G5030,S,107438,0,+39.7409493,-075.5683694,DE,Delaware,1779781,New Castle County,818,"Block Group 1, Census Tract 26, New Castle County, Delaware",1,x1,1,1.0
15000US100030112041,10,3,112.04,1,Block Group 1,G5030,S,1764253,0,+39.8165094,-075.4778114,DE,Delaware,1779781,New Castle County,1379,"Block Group 1, Census Tract 112.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030112042,10,3,112.04,2,Block Group 2,G5030,S,1481855,0,+39.8189518,-075.4963860,DE,Delaware,1779781,New Castle County,2136,"Block Group 2, Census Tract 112.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030112051,10,3,112.05,1,Block Group 1,G5030,S,878854,0,+39.8220604,-075.5091029,DE,Delaware,1779781,New Castle County,1221,"Block Group 1, Census Tract 112.05, New Castle County, Delaware",1,x1,1,1.0
15000US100030136131,10,3,136.13,1,Block Group 1,G5030,S,2765555,0,+39.7596149,-075.6701918,DE,Delaware,1779781,New Castle County,1161,"Block Group 1, Census Tract 136.13, New Castle County, Delaware",1,x1,1,1.0
15000US100030136132,10,3,136.13,2,Block Group 2,G5030,S,1886743,0,+39.7418260,-075.6816876,DE,Delaware,1779781,New Castle County,2386,"Block Group 2, Census Tract 136.13, New Castle County, Delaware",1,x1,1,1.0
15000US100030136133,10,3,136.13,3,Block Group 3,G5030,S,2526078,0,+39.7431078,-075.6688069,DE,Delaware,1779781,New Castle County,1989,"Block Group 3, Census Tract 136.13, New Castle County, Delaware",1,x1,1,1.0
15000US100030137001,10,3,137.0,1,Block Group 1,G5030,S,2426952,0,+39.7034032,-075.7026984,DE,Delaware,1779781,New Castle County,1127,"Block Group 1, Census Tract 137, New Castle County, Delaware",1,x1,1,1.0
15000US100030164011,10,3,164.01,1,Block Group 1,G5030,S,3254982,0,+39.5757268,-075.6775431,DE,Delaware,1779781,New Castle County,2035,"Block Group 1, Census Tract 164.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030164042,10,3,164.04,2,Block Group 2,G5030,S,2363234,133568,+39.5834965,-075.6040630,DE,Delaware,1779781,New Castle County,874,"Block Group 2, Census Tract 164.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030164043,10,3,164.04,3,Block Group 3,G5030,S,1313479,72905,+39.5684913,-075.5970612,DE,Delaware,1779781,New Castle County,803,"Block Group 3, Census Tract 164.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030166041,10,3,166.04,1,Block Group 1,G5030,S,1695812,0,+39.4559572,-075.7113325,DE,Delaware,1779781,New Castle County,3536,"Block Group 1, Census Tract 166.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030166043,10,3,166.04,3,Block Group 3,G5030,S,2611167,0,+39.4594235,-075.6993916,DE,Delaware,1779781,New Castle County,1941,"Block Group 3, Census Tract 166.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030105023,10,3,105.02,3,Block Group 3,G5030,S,447526,0,+39.7649811,-075.5020811,DE,Delaware,1779781,New Castle County,861,"Block Group 3, Census Tract 105.02, New Castle County, Delaware",1,x1,1,1.0
15000US100030148093,10,3,148.09,3,Block Group 3,G5030,S,2412966,0,+39.5897519,-075.6866233,DE,Delaware,1779781,New Castle County,1705,"Block Group 3, Census Tract 148.09, New Castle County, Delaware",1,x1,1,1.0
15000US100030148084,10,3,148.08,4,Block Group 4,G5030,S,627006,0,+39.6203255,-075.7024444,DE,Delaware,1779781,New Castle County,712,"Block Group 4, Census Tract 148.08, New Castle County, Delaware",1,x1,1,1.0
15000US100030148073,10,3,148.07,3,Block Group 3,G5030,S,1054787,0,+39.6295994,-075.7513461,DE,Delaware,1779781,New Castle County,2622,"Block Group 3, Census Tract 148.07, New Castle County, Delaware",1,x1,1,1.0
15000US100030112052,10,3,112.05,2,Block Group 2,G5030,S,694880,0,+39.8249492,-075.5198048,DE,Delaware,1779781,New Castle County,768,"Block Group 2, Census Tract 112.05, New Castle County, Delaware",1,x1,1,1.0
15000US100030112061,10,3,112.06,1,Block Group 1,G5030,S,1366988,0,+39.8152446,-075.5179749,DE,Delaware,1779781,New Castle County,1572,"Block Group 1, Census Tract 112.06, New Castle County, Delaware",1,x1,1,1.0
15000US100030112062,10,3,112.06,2,Block Group 2,G5030,S,1848917,0,+39.8190990,-075.5300979,DE,Delaware,1779781,New Castle County,2778,"Block Group 2, Census Tract 112.06, New Castle County, Delaware",1,x1,1,1.0
15000US100030113001,10,3,113.0,1,Block Group 1,G5030,S,1046155,0,+39.8107056,-075.5033757,DE,Delaware,1779781,New Castle County,1398,"Block Group 1, Census Tract 113, New Castle County, Delaware",1,x1,1,1.0
15000US100030113002,10,3,113.0,2,Block Group 2,G5030,S,446781,0,+39.8085378,-075.5095343,DE,Delaware,1779781,New Castle County,736,"Block Group 2, Census Tract 113, New Castle County, Delaware",1,x1,1,1.0
15000US100030114001,10,3,114.0,1,Block Group 1,G5030,S,538853,0,+39.8009151,-075.5106761,DE,Delaware,1779781,New Castle County,1005,"Block Group 1, Census Tract 114, New Castle County, Delaware",1,x1,1,1.0
15000US100030139013,10,3,139.01,3,Block Group 3,G5030,S,754476,0,+39.6707271,-075.6839539,DE,Delaware,1779781,New Castle County,1157,"Block Group 3, Census Tract 139.01, New Castle County, Delaware",1,x1,1,1.0
15000US100030139041,10,3,139.04,1,Block Group 1,G5030,S,2603848,0,+39.6592420,-075.6856635,DE,Delaware,1779781,New Castle County,3085,"Block Group 1, Census Tract 139.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030139042,10,3,139.04,2,Block Group 2,G5030,S,1181964,0,+39.6634619,-075.6709162,DE,Delaware,1779781,New Castle County,1459,"Block Group 2, Census Tract 139.04, New Castle County, Delaware",1,x1,1,1.0
15000US100030139032,10,3,139.03,2,Block Group 2,G5030,S,944896,0,+39.6435673,-075.6985621,DE,Delaware,1779781,New Castle County,1941,"Block Group 2, Census Tract 139.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030149033,10,3,149.03,3,Block Group 3,G5030,S,202006,0,+39.6247748,-075.6940538,DE,Delaware,1779781,New Castle County,203,"Block Group 3, Census Tract 149.03, New Castle County, Delaware",1,x1,1,1.0
15000US100030024002,10,3,24.0,2,Block Group 2,G5030,S,456821,0,+39.7538884,-075.5840546,DE,Delaware,1779781,New Castle County,1436,"Block Group 2, Census Tract 24, New Castle County, Delaware",1,x1,1,1.0
15000US100030026002,10,3,26.0,2,Block Group 2,G5030,S,140862,0,+39.7397328,-075.5643314,DE,Delaware,1779781,New Castle County,867,"Block Group 2, Census Tract 26, New Castle County, Delaware",1,x1,1,1.0
15000US100030026004,10,3,26.0,4,Block Group 4,G5030,S,114749,0,+39.7372577,-075.5698144,DE,Delaware,1779781,New Castle County,734,"Block Group 4, Census Tract 26, New Castle County, Delaware",1,x1,1,1.0
15000US100030136072,10,3,136.07,2,Block Group 2,G5030,S,735309,0,+39.7353134,-075.7005851,DE,Delaware,1779781,New Castle County,1032,"Block Group 2, Census Tract 136.07, New Castle County, Delaware",1,x1,1,1.0
15000US100030024004,10,3,24.0,4,Block Group 4,G5030,S,337707,0,+39.7456778,-075.5791300,DE,Delaware,1779781,New Castle County,1250,"Block Group 4, Census Tract 24, New Castle County, Delaware",1,x1,1,1.0
15000US100030003001,10,3,3.0,1,Block Group 1,G5030,S,150367,0,+39.7635564,-075.5404595,DE,Delaware,1779781,New Castle County,807,"Block Group 1, Census Tract 3, New Castle County, Delaware",1,x1,1,1.0
15000US100030162001,10,3,162.0,1,Block Group 1,G5030,S,1078684,893489,+39.6552273,-075.5778459,DE,Delaware,1779781,New Castle County,532,"Block Group 1, Census Tract 162, New Castle County, Delaware",1,x1,1,1.0
15000US100030161002,10,3,161.0,2,Block Group 2,G5030,S,852437,856432,+39.6637567,-075.5597813,DE,Delaware,1779781,New Castle County,591,"Block Group 2, Census Tract 161, New Castle County, Delaware",1,x1,1,1.0
15000US100030158021,10,3,158.02,1,Block Group 1,G5030,S,2456012,1406826,+39.6849068,-075.5417589,DE,Delaware,1779781,New Castle County,893,"Block Group 1, Census Tract 158.02, New Castle County, Delaware",1,x1,1,1.0
